"Year","Age","Female","Male","Total"
1963,"80",9.9969,12.1868,0.109049
1963,"81",11.6704,13.8261,0.125642
1963,"82",12.4552,14.0431,0.131131
1963,"83",14.1651,17.1052,0.153802
1963,"84",15.5709,18.0431,0.165899
1963,"85",17.1392,20.1524,0.183809
1963,"86",19.4472,22.6609,0.20762
1963,"87",20.9303,24.7545,0.224628
1963,"88",21.8968,25.1829,0.231924
1963,"89",24.905,29.8304,0.268034
1963,"90",26.9112,32.4082,0.289959
1963,"100",45.3782,39.6694,0.439331
1963,"101",55.2632,89.4737,0.631579
1963,"102",48.6486,97.6744,0.566038
1963,"103",85.7143,60,0.796875
1963,"104",69.2308,136.3636,0.891892
1963,"105",107.1429,0,0.882353
1963,"106",85.7143,NA,0.857143
1963,"107",0,0,0
1963,"108",600,0,1.5
1963,"109",NA,NA,NA
1963,"110+",0,300,0.75
1964,"0",3.4589,4.1639,0.0382
1964,"1",0.279,0.2872,0.002832
1964,"2",0.1212,0.147,0.001344
1964,"3",0.0921,0.0948,0.000935
1964,"4",0.0718,0.089,0.000806
1964,"5",0.0486,0.0713,0.000603
1964,"6",0.0456,0.0685,0.000573
1964,"7",0.0449,0.0614,0.000533
1964,"8",0.0332,0.056,0.000449
1964,"9",0.0293,0.0539,0.000418
1964,"10",0.036,0.0497,0.00043
1964,"11",0.0345,0.0488,0.000418
1964,"12",0.0326,0.0575,0.000453
1964,"13",0.0347,0.052,0.000436
1964,"14",0.038,0.059,0.000487
1964,"15",0.0409,0.082,0.000618
1964,"16",0.036,0.109,0.000731
1964,"17",0.0468,0.1108,0.000792
1964,"18",0.0506,0.1408,0.000961
1964,"19",0.0503,0.1382,0.000946
1964,"20",0.0496,0.1369,0.000932
1964,"21",0.0572,0.1346,0.000956
1964,"22",0.0615,0.1302,0.000954
1964,"23",0.0689,0.1539,0.001107
1964,"24",0.06,0.1516,0.001054
1964,"25",0.0674,0.1411,0.001039
1964,"26",0.0763,0.1413,0.001081
1964,"27",0.0689,0.1388,0.001028
1964,"28",0.0767,0.1491,0.001118
1964,"29",0.0846,0.1494,0.00116
1964,"30",0.0839,0.1593,0.001205
1964,"31",0.0966,0.1674,0.001309
1964,"32",0.0933,0.1771,0.00134
1964,"33",0.1065,0.1994,0.001517
1964,"34",0.1085,0.1917,0.00149
1964,"35",0.1171,0.2108,0.001628
1964,"36",0.1383,0.2169,0.001766
1964,"37",0.1343,0.2417,0.001866
1964,"38",0.1499,0.2657,0.002061
1964,"39",0.1681,0.2834,0.002239
1964,"40",0.1769,0.3084,0.002402
1964,"41",0.1894,0.3357,0.002592
1964,"42",0.2035,0.351,0.002734
1964,"43",0.2265,0.3958,0.003068
1964,"44",0.2368,0.4227,0.003252
1964,"45",0.265,0.4441,0.0035
1964,"46",0.2783,0.4847,0.003762
1964,"47",0.3082,0.5155,0.004071
1964,"48",0.3471,0.6232,0.00479
1964,"49",0.3839,0.6844,0.005279
1964,"50",0.4049,0.7441,0.005679
1964,"51",0.4606,0.7818,0.006155
1964,"52",0.4827,0.8891,0.006793
1964,"53",0.5118,0.9654,0.007315
1964,"54",0.5509,1.0733,0.008036
1964,"55",0.6047,1.2025,0.008933
1964,"56",0.6556,1.3533,0.009915
1964,"57",0.7255,1.4826,0.010887
1964,"58",0.8092,1.607,0.011902
1964,"59",0.8889,1.8186,0.013299
1964,"60",1.0022,1.9839,0.014645
1964,"61",1.0779,2.1932,0.015999
1964,"62",1.1558,2.3711,0.017215
1964,"63",1.2781,2.6193,0.018964
1964,"64",1.4595,2.7678,0.020537
1964,"65",1.6396,3.0345,0.022609
1964,"66",1.8114,3.3339,0.024759
1964,"67",2.0765,3.6749,0.027594
1964,"68",2.2657,3.7731,0.028957
1964,"69",2.6162,4.354,0.033353
1964,"70",2.894,4.6323,0.036172
1964,"71",3.24,5.0687,0.04007
1964,"72",3.7577,5.419,0.044533
1964,"73",4.0996,5.8659,0.048309
1964,"74",4.5153,6.4509,0.053128
1964,"75",5.1638,6.8897,0.058739
1964,"76",5.8753,7.7527,0.066463
1964,"77",6.6365,8.4962,0.074015
1964,"78",7.1992,9.0836,0.079747
1964,"79",8.3174,10.3722,0.091605
1964,"80",9.3454,11.2917,0.101431
1964,"81",10.1435,12.3955,0.110663
1964,"82",11.839,14.0707,0.127532
1964,"83",12.3795,14.7973,0.133684
1964,"84",14.1144,16.6848,0.151599
1964,"85",15.5102,17.9825,0.165135
1964,"86",17.0074,19.6408,0.180764
1964,"87",19.2242,22.3459,0.204775
1964,"88",20.8949,23.6921,0.219941
1964,"89",21.766,25.2211,0.231011
1964,"90",24.4677,28.8354,0.261104
1964,"100",48.6486,43.1655,0.472038
1964,"101",42.953,63.8298,0.479592
1964,"102",46.3519,49.1803,0.469388
1964,"103",35.8209,52.1739,0.382166
1964,"104",42.1053,42.8571,0.422535
1964,"105",0,60,0.162162
1964,"106",138.4615,0,0.947368
1964,"107",0,NA,0
1964,"108",NA,0,0
1964,"109",NA,600,6
1964,"110+",0,NA,0
1965,"0",3.213,4.0422,0.036379
1965,"1",0.241,0.2725,0.002571
1965,"2",0.1174,0.1392,0.001286
1965,"3",0.0776,0.1028,0.000905
1965,"4",0.0649,0.0757,0.000704
1965,"5",0.0564,0.0621,0.000593
1965,"6",0.0497,0.0558,0.000528
1965,"7",0.0434,0.058,0.000509
1965,"8",0.0354,0.05,0.000429
1965,"9",0.0391,0.0484,0.000439
1965,"10",0.032,0.0467,0.000395
1965,"11",0.0327,0.0429,0.000379
1965,"12",0.0334,0.0508,0.000422
1965,"13",0.0277,0.0535,0.000409
1965,"14",0.0415,0.068,0.000551
1965,"15",0.0376,0.0855,0.000621
1965,"16",0.0365,0.0988,0.000681
1965,"17",0.0493,0.1129,0.000815
1965,"18",0.0481,0.125,0.000869
1965,"19",0.0549,0.1282,0.000918
1965,"20",0.0573,0.1172,0.000874
1965,"21",0.0493,0.1181,0.000836
1965,"22",0.0583,0.129,0.000933
1965,"23",0.0586,0.1294,0.000935
1965,"24",0.0632,0.1325,0.000973
1965,"25",0.0663,0.1296,0.000976
1965,"26",0.0657,0.1275,0.000962
1965,"27",0.0663,0.131,0.00098
1965,"28",0.077,0.1439,0.001095
1965,"29",0.0798,0.1334,0.001058
1965,"30",0.0763,0.1543,0.001142
1965,"31",0.0923,0.1554,0.00123
1965,"32",0.0905,0.1733,0.001307
1965,"33",0.1,0.1759,0.001368
1965,"34",0.1098,0.1842,0.00146
1965,"35",0.1245,0.2163,0.001692
1965,"36",0.1293,0.2151,0.001712
1965,"37",0.1366,0.2475,0.001907
1965,"38",0.1451,0.2777,0.002097
1965,"39",0.1736,0.2991,0.002345
1965,"40",0.1728,0.3205,0.002444
1965,"41",0.201,0.3267,0.002616
1965,"42",0.2018,0.3611,0.002778
1965,"43",0.2357,0.3908,0.003092
1965,"44",0.2457,0.4177,0.003272
1965,"45",0.2572,0.4841,0.00365
1965,"46",0.3029,0.4825,0.003881
1965,"47",0.3088,0.5321,0.004146
1965,"48",0.3427,0.6277,0.004786
1965,"49",0.3719,0.6935,0.005254
1965,"50",0.4252,0.7183,0.005655
1965,"51",0.4633,0.8293,0.00639
1965,"52",0.473,0.8691,0.006638
1965,"53",0.5212,1.0064,0.007556
1965,"54",0.5618,1.1042,0.00824
1965,"55",0.589,1.221,0.008941
1965,"56",0.6371,1.3145,0.009633
1965,"57",0.7323,1.4941,0.01098
1965,"58",0.79,1.6331,0.011932
1965,"59",0.9056,1.8293,0.013452
1965,"60",0.9962,2.0431,0.014907
1965,"61",1.1146,2.2179,0.016317
1965,"62",1.2812,2.4592,0.018299
1965,"63",1.339,2.66,0.019507
1965,"64",1.5009,2.8827,0.021345
1965,"65",1.6597,3.1796,0.023457
1965,"66",1.8907,3.4749,0.025911
1965,"67",2.2008,3.872,0.029244
1965,"68",2.3651,4.2189,0.031503
1965,"69",2.6141,4.4358,0.033687
1965,"70",3.1005,4.9224,0.038473
1965,"71",3.5333,5.1701,0.04208
1965,"72",3.8641,5.7806,0.046604
1965,"73",4.4009,6.3086,0.051917
1965,"74",4.9158,6.5596,0.055893
1965,"75",5.4719,7.4723,0.062876
1965,"76",6.049,7.8643,0.067881
1965,"77",6.9959,8.8956,0.077676
1965,"78",7.7813,9.9724,0.086725
1965,"79",8.5812,10.6883,0.094375
1965,"80",9.9634,12.011,0.10791
1965,"81",10.9106,13.1976,0.11836
1965,"82",12.019,14.2946,0.129388
1965,"83",13.5702,16.4838,0.147459
1965,"84",14.7097,17.0072,0.156354
1965,"85",16.5341,19.5603,0.177452
1965,"86",18.1586,21.0985,0.193308
1965,"87",19.9643,22.6338,0.210319
1965,"88",21.9058,25.9292,0.234876
1965,"89",25.5184,29.7529,0.271448
1965,"90",26.0789,28.9132,0.271475
1965,"100",58.7629,64.9254,0.603448
1965,"101",76.5661,54.1935,0.706485
1965,"102",44.6281,76.0563,0.517572
1965,"103",34.8387,66.6667,0.408377
1965,"104",53.3333,42.8571,0.519231
1965,"105",52.9412,150,0.631579
1965,"106",0,0,0
1965,"107",200,150,1.8
1965,"108",NA,NA,NA
1965,"109",NA,NA,NA
1965,"110+",300,NA,3
1966,"0",3.1434,3.9193,0.035406
1966,"1",0.2274,0.2467,0.002373
1966,"2",0.1065,0.1149,0.001108
1966,"3",0.0714,0.0825,0.000771
1966,"4",0.0614,0.0707,0.000661
1966,"5",0.051,0.0665,0.00059
1966,"6",0.0393,0.0588,0.000493
1966,"7",0.0353,0.0493,0.000425
1966,"8",0.032,0.0489,0.000407
1966,"9",0.0291,0.0504,4e-04
1966,"10",0.0255,0.0405,0.000332
1966,"11",0.0293,0.0487,0.000392
1966,"12",0.0295,0.051,0.000404
1966,"13",0.0355,0.0509,0.000433
1966,"14",0.0367,0.0621,0.000497
1966,"15",0.036,0.0875,0.000625
1966,"16",0.0423,0.0957,0.000695
1966,"17",0.0475,0.1049,0.000765
1966,"18",0.0421,0.1139,0.000783
1966,"19",0.0443,0.1307,0.000877
1966,"20",0.0596,0.1118,0.000858
1966,"21",0.0448,0.1066,0.000757
1966,"22",0.0507,0.134,0.000922
1966,"23",0.0555,0.1236,0.000892
1966,"24",0.0597,0.133,0.000958
1966,"25",0.0561,0.1149,0.000851
1966,"26",0.0605,0.1287,0.000942
1966,"27",0.0654,0.1238,0.000943
1966,"28",0.0752,0.1276,0.001009
1966,"29",0.0781,0.1377,0.001071
1966,"30",0.0803,0.1388,0.001087
1966,"31",0.0831,0.1503,0.001158
1966,"32",0.0876,0.157,0.001214
1966,"33",0.0994,0.165,0.001314
1966,"34",0.1137,0.1706,0.001414
1966,"35",0.1058,0.1942,0.001489
1966,"36",0.1179,0.1958,0.001559
1966,"37",0.131,0.2242,0.001765
1966,"38",0.1386,0.2369,0.001866
1966,"39",0.14,0.2518,0.001945
1966,"40",0.1689,0.2852,0.002254
1966,"41",0.1733,0.3145,0.002417
1966,"42",0.1964,0.3521,0.002714
1966,"43",0.2141,0.3655,0.002864
1966,"44",0.2354,0.4062,0.003163
1966,"45",0.258,0.4525,0.003502
1966,"46",0.2812,0.5058,0.003879
1966,"47",0.297,0.5231,0.004041
1966,"48",0.352,0.5725,0.004564
1966,"49",0.3436,0.6381,0.004838
1966,"50",0.4078,0.7104,0.005521
1966,"51",0.4276,0.789,0.006005
1966,"52",0.447,0.8141,0.006231
1966,"53",0.5064,0.9265,0.007085
1966,"54",0.5483,1.0708,0.008003
1966,"55",0.606,1.167,0.008767
1966,"56",0.6459,1.2755,0.009491
1966,"57",0.6814,1.38,0.010169
1966,"58",0.7748,1.5932,0.011664
1966,"59",0.8448,1.7642,0.01283
1966,"60",0.9332,1.8856,0.013847
1966,"61",1.0202,2.1489,0.015509
1966,"62",1.1787,2.3431,0.017217
1966,"63",1.258,2.56,0.018612
1966,"64",1.3865,2.7257,0.020032
1966,"65",1.5363,2.9713,0.021906
1966,"66",1.7136,3.2418,0.023987
1966,"67",1.9897,3.6103,0.027006
1966,"68",2.1905,3.9828,0.029598
1966,"69",2.5503,4.3457,0.033038
1966,"70",2.8118,4.5737,0.035349
1966,"71",3.1491,5.1029,0.039424
1966,"72",3.6702,5.5573,0.044403
1966,"73",4.0567,5.9409,0.048317
1966,"74",4.4785,6.5048,0.053095
1966,"75",4.9501,6.9091,0.057442
1966,"76",5.7157,7.4393,0.064113
1966,"77",6.2824,8.305,0.070976
1966,"78",7.199,9.1539,0.07984
1966,"79",8.0903,10.3172,0.089847
1966,"80",9.1382,11.4262,0.100499
1966,"81",9.9144,12.5805,0.109774
1966,"82",11.2248,13.7679,0.12239
1966,"83",12.4192,14.7388,0.133425
1966,"84",14.2293,16.9339,0.153047
1966,"85",14.9599,17.5099,0.159719
1966,"86",16.8602,19.7613,0.179994
1966,"87",18.5712,21.6137,0.197655
1966,"88",20.2014,23.5981,0.215344
1966,"89",22.7607,26.3437,0.241376
1966,"90",24.4366,29.5814,0.263646
1966,"100",43.5868,62.0061,0.48595
1966,"101",52.2321,44.1718,0.500818
1966,"102",38.247,36.5854,0.378378
1966,"103",60.4027,92.3077,0.670213
1966,"104",40.3846,160,0.554622
1966,"105",72,600,0.823529
1966,"106",57.1429,300,0.782609
1966,"107",54.5455,0,0.428571
1966,"108",NA,0,0
1966,"109",NA,NA,NA
1966,"110+",NA,NA,NA
1967,"0",3.005,3.7042,0.033628
1967,"1",0.2042,0.2207,0.002126
1967,"2",0.0983,0.1187,0.001088
1967,"3",0.0735,0.0793,0.000765
1967,"4",0.0581,0.0684,0.000634
1967,"5",0.0489,0.0563,0.000526
1967,"6",0.0419,0.0556,0.00049
1967,"7",0.0333,0.0524,0.000431
1967,"8",0.0343,0.0441,0.000394
1967,"9",0.0329,0.0395,0.000363
1967,"10",0.032,0.046,0.000392
1967,"11",0.0322,0.0473,0.000399
1967,"12",0.0238,0.0538,0.00039
1967,"13",0.0304,0.0519,0.000413
1967,"14",0.0303,0.0621,0.000464
1967,"15",0.041,0.0824,0.000621
1967,"16",0.0377,0.0938,0.000665
1967,"17",0.0402,0.107,0.000742
1967,"18",0.0448,0.1277,0.000866
1967,"19",0.0454,0.1243,0.000851
1967,"20",0.0542,0.104,0.000792
1967,"21",0.0621,0.1174,0.000898
1967,"22",0.0507,0.1288,0.000897
1967,"23",0.0622,0.137,0.000994
1967,"24",0.0577,0.1383,0.000975
1967,"25",0.0642,0.1341,0.000986
1967,"26",0.0642,0.1329,0.00098
1967,"27",0.067,0.1149,0.000907
1967,"28",0.0665,0.1268,0.000962
1967,"29",0.0794,0.1356,0.001069
1967,"30",0.0743,0.1289,0.001009
1967,"31",0.0883,0.14,0.001134
1967,"32",0.0878,0.1474,0.001169
1967,"33",0.0996,0.167,0.001324
1967,"34",0.1038,0.1718,0.001369
1967,"35",0.1137,0.1932,0.001524
1967,"36",0.114,0.2109,0.001613
1967,"37",0.1224,0.2171,0.001687
1967,"38",0.1436,0.2316,0.001866
1967,"39",0.1495,0.2732,0.0021
1967,"40",0.1761,0.3191,0.002459
1967,"41",0.1722,0.3051,0.002368
1967,"42",0.2023,0.3397,0.002689
1967,"43",0.2082,0.3681,0.002853
1967,"44",0.2231,0.4198,0.00317
1967,"45",0.2477,0.448,0.003425
1967,"46",0.2767,0.4877,0.003766
1967,"47",0.3068,0.531,0.004132
1967,"48",0.3232,0.5862,0.004477
1967,"49",0.3689,0.6308,0.004928
1967,"50",0.4034,0.7576,0.005719
1967,"51",0.4405,0.7894,0.006067
1967,"52",0.4582,0.8557,0.006481
1967,"53",0.5155,0.9492,0.007232
1967,"54",0.5393,1.0776,0.007978
1967,"55",0.5948,1.1674,0.008704
1967,"56",0.6598,1.2831,0.009599
1967,"57",0.7048,1.4406,0.010582
1967,"58",0.7678,1.556,0.011451
1967,"59",0.8622,1.741,0.012811
1967,"60",0.9539,1.87,0.013889
1967,"61",1.0226,2.0696,0.015169
1967,"62",1.1296,2.2968,0.016757
1967,"63",1.2829,2.5463,0.018688
1967,"64",1.4181,2.7494,0.020313
1967,"65",1.5909,3.067,0.022668
1967,"66",1.6788,3.2551,0.02393
1967,"67",1.9372,3.5776,0.026672
1967,"68",2.2175,4.0417,0.030108
1967,"69",2.5409,4.483,0.033669
1967,"70",2.9096,4.8935,0.037343
1967,"71",3.1596,5.0819,0.039409
1967,"72",3.5951,5.6327,0.044138
1967,"73",4.1285,6.1816,0.049575
1967,"74",4.7097,6.7719,0.055486
1967,"75",5.1749,7.0663,0.059416
1967,"76",5.6441,7.5669,0.064154
1967,"77",6.4491,8.4632,0.072531
1967,"78",7.2507,9.4339,0.081202
1967,"79",8.1263,10.2545,0.089703
1967,"80",9.2288,11.6148,0.101661
1967,"81",10.3441,12.683,0.112628
1967,"82",11.4501,14.002,0.12452
1967,"83",12.8285,15.3106,0.138035
1967,"84",13.718,16.353,0.147509
1967,"85",15.8203,18.4987,0.168692
1967,"86",17.0929,19.0778,0.178681
1967,"87",19.2183,22.3194,0.204159
1967,"88",21.2609,24.2316,0.224042
1967,"89",22.9631,24.8965,0.237086
1967,"90",25.8027,28.1572,0.266886
1967,"100",49.0323,48.913,0.489985
1967,"101",71.0059,58.2524,0.673212
1967,"102",64.8,74.1573,0.672566
1967,"103",73.1707,22.6415,0.579545
1967,"104",38.2979,94.7368,0.477876
1967,"105",27.6923,0,0.264706
1967,"106",88.8889,NA,0.888889
1967,"107",54.5455,NA,0.545455
1967,"108",0,0,0
1967,"109",NA,0,0
1967,"110+",NA,NA,NA
1968,"0",2.9337,3.6669,0.033092
1968,"1",0.1919,0.2195,0.00206
1968,"2",0.0951,0.1135,0.001045
1968,"3",0.0687,0.0912,0.000803
1968,"4",0.0562,0.073,0.000648
1968,"5",0.0493,0.0596,0.000546
1968,"6",0.0368,0.056,0.000466
1968,"7",0.0308,0.0481,0.000397
1968,"8",0.0358,0.0455,0.000408
1968,"9",0.0291,0.054,0.000419
1968,"10",0.0271,0.0479,0.000377
1968,"11",0.0276,0.0432,0.000356
1968,"12",0.0328,0.0472,0.000402
1968,"13",0.0322,0.0548,0.000437
1968,"14",0.0378,0.0758,0.00057
1968,"15",0.0432,0.0774,0.000605
1968,"16",0.0434,0.1069,0.000758
1968,"17",0.0389,0.1019,0.000712
1968,"18",0.0416,0.1264,0.000847
1968,"19",0.0488,0.1195,0.000844
1968,"20",0.0429,0.1064,0.000748
1968,"21",0.0545,0.1184,0.000865
1968,"22",0.0486,0.1244,0.000865
1968,"23",0.0572,0.1261,0.000915
1968,"24",0.0515,0.1237,0.000873
1968,"25",0.0614,0.1214,0.00091
1968,"26",0.0605,0.1189,0.000892
1968,"27",0.0582,0.125,0.000911
1968,"28",0.0623,0.1218,0.000917
1968,"29",0.0685,0.134,0.001008
1968,"30",0.0757,0.139,0.001067
1968,"31",0.0835,0.1317,0.00107
1968,"32",0.0901,0.1561,0.001222
1968,"33",0.0944,0.171,0.001318
1968,"34",0.1017,0.1654,0.001328
1968,"35",0.1114,0.1909,0.001502
1968,"36",0.1091,0.205,0.001559
1968,"37",0.1318,0.2042,0.001672
1968,"38",0.1495,0.243,0.001953
1968,"39",0.1461,0.2475,0.001957
1968,"40",0.166,0.2946,0.002289
1968,"41",0.1677,0.3117,0.00238
1968,"42",0.1973,0.3381,0.002658
1968,"43",0.2125,0.3874,0.002973
1968,"44",0.2341,0.4287,0.003279
1968,"45",0.2654,0.4606,0.003585
1968,"46",0.2893,0.5055,0.003916
1968,"47",0.3102,0.5362,0.004171
1968,"48",0.3226,0.6058,0.004569
1968,"49",0.3739,0.6504,0.005047
1968,"50",0.3967,0.7392,0.005586
1968,"51",0.4397,0.7571,0.005905
1968,"52",0.4853,0.8824,0.006742
1968,"53",0.5226,0.988,0.007446
1968,"54",0.5402,1.0741,0.007954
1968,"55",0.5885,1.1628,0.008637
1968,"56",0.6804,1.312,0.009837
1968,"57",0.7288,1.4512,0.010758
1968,"58",0.7899,1.5823,0.011694
1968,"59",0.8628,1.7334,0.012781
1968,"60",0.9318,1.9871,0.014328
1968,"61",1.0237,2.14,0.015514
1968,"62",1.1473,2.3273,0.017018
1968,"63",1.269,2.5919,0.018845
1968,"64",1.3893,2.8208,0.020491
1968,"65",1.5992,3.1981,0.023308
1968,"66",1.7553,3.4012,0.025037
1968,"67",1.9417,3.6566,0.027133
1968,"68",2.1627,3.949,0.029511
1968,"69",2.5661,4.5066,0.034018
1968,"70",2.9812,5.1163,0.038798
1968,"71",3.2669,5.4374,0.041596
1968,"72",3.6415,5.9376,0.045639
1968,"73",4.1504,6.4201,0.050518
1968,"74",4.6812,6.8891,0.055623
1968,"75",5.4473,7.5799,0.063046
1968,"76",6.1173,8.2136,0.069574
1968,"77",6.5078,8.5906,0.073336
1968,"78",7.4455,9.7121,0.083393
1968,"79",8.3197,10.6273,0.092268
1968,"80",9.859,12.5017,0.108817
1968,"81",10.6035,12.9829,0.115244
1968,"82",12.1379,14.4603,0.130369
1968,"83",13.2735,16.2971,0.144422
1968,"84",14.8062,17.7545,0.159443
1968,"85",16.184,18.5558,0.170988
1968,"86",18.7314,21.3569,0.197434
1968,"87",19.9255,22.0069,0.207272
1968,"88",22.4805,26.3722,0.23955
1968,"89",24.3134,27.857,0.256511
1968,"90",26.2377,30.5659,0.27872
1968,"100",46.8326,74.4828,0.536627
1968,"101",65.2427,74.2268,0.67701
1968,"102",80.1527,38.2979,0.691011
1968,"103",38.8889,89.3617,0.541935
1968,"104",111.4286,62.069,0.969697
1968,"105",42.1053,85.7143,0.46875
1968,"106",75,600,0.878049
1968,"107",109.0909,NA,1.090909
1968,"108",75,NA,0.75
1968,"109",0,300,1.2
1968,"110+",NA,NA,NA
1969,"0",2.832,3.5127,0.031807
1969,"1",0.1908,0.2028,0.00197
1969,"2",0.0962,0.1159,0.001063
1969,"3",0.0653,0.0789,0.000723
1969,"4",0.0514,0.0691,0.000604
1969,"5",0.0463,0.0628,0.000547
1969,"6",0.038,0.0523,0.000453
1969,"7",0.0284,0.0458,0.000373
1969,"8",0.0312,0.0473,0.000394
1969,"9",0.0296,0.0463,0.000382
1969,"10",0.0259,0.0456,0.00036
1969,"11",0.0276,0.0402,0.00034
1969,"12",0.0318,0.0423,0.000372
1969,"13",0.0319,0.0528,0.000426
1969,"14",0.0393,0.0789,0.000594
1969,"15",0.0383,0.0914,0.000651
1969,"16",0.0419,0.1055,0.00074
1969,"17",0.0415,0.1074,0.000751
1969,"18",0.0466,0.1279,0.000883
1969,"19",0.0438,0.1317,0.000883
1969,"20",0.049,0.1012,0.000752
1969,"21",0.0572,0.1289,0.00093
1969,"22",0.0536,0.1296,0.000915
1969,"23",0.0572,0.1281,0.000925
1969,"24",0.0519,0.1236,0.000875
1969,"25",0.055,0.1302,0.000922
1969,"26",0.0551,0.1271,0.000905
1969,"27",0.0659,0.1328,0.000988
1969,"28",0.066,0.1237,0.000944
1969,"29",0.0723,0.1237,0.000976
1969,"30",0.0787,0.1339,0.001058
1969,"31",0.0791,0.1416,0.001097
1969,"32",0.0876,0.1431,0.001147
1969,"33",0.0897,0.1616,0.001248
1969,"34",0.1004,0.1772,0.00138
1969,"35",0.1161,0.183,0.001488
1969,"36",0.1127,0.1902,0.001506
1969,"37",0.1272,0.2168,0.00171
1969,"38",0.1468,0.2387,0.001918
1969,"39",0.1484,0.2629,0.002045
1969,"40",0.1618,0.3103,0.002345
1969,"41",0.1698,0.3335,0.002499
1969,"42",0.194,0.3435,0.002671
1969,"43",0.217,0.3976,0.003049
1969,"44",0.2255,0.4388,0.00329
1969,"45",0.2707,0.4754,0.003694
1969,"46",0.2737,0.497,0.003802
1969,"47",0.3117,0.5724,0.00435
1969,"48",0.3339,0.6215,0.004699
1969,"49",0.3687,0.6853,0.005187
1969,"50",0.4306,0.7712,0.005914
1969,"51",0.4401,0.8165,0.006177
1969,"52",0.4599,0.917,0.006768
1969,"53",0.5144,1.0036,0.007468
1969,"54",0.5512,1.0924,0.008089
1969,"55",0.6334,1.2258,0.00916
1969,"56",0.6788,1.3252,0.009878
1969,"57",0.7662,1.4886,0.011123
1969,"58",0.7908,1.6119,0.011842
1969,"59",0.8873,1.812,0.013285
1969,"60",0.979,2.0293,0.014779
1969,"61",1.0689,2.2741,0.016384
1969,"62",1.2024,2.4828,0.018046
1969,"63",1.3406,2.6816,0.019674
1969,"64",1.4903,2.9711,0.021751
1969,"65",1.645,3.3018,0.024033
1969,"66",1.8513,3.5879,0.026399
1969,"67",2.0527,3.8762,0.02876
1969,"68",2.2816,4.15,0.031161
1969,"69",2.61,4.6299,0.034938
1969,"70",2.9505,5.4423,0.04012
1969,"71",3.3953,5.816,0.044023
1969,"72",3.8874,6.4514,0.049289
1969,"73",4.3636,6.7777,0.053215
1969,"74",4.837,7.3645,0.05828
1969,"75",5.4523,7.9112,0.064218
1969,"76",6.007,8.3388,0.069331
1969,"77",6.5538,8.9301,0.074942
1969,"78",7.0838,9.2782,0.079433
1969,"79",7.9864,10.1369,0.088239
1969,"80",8.883,11.4741,0.09873
1969,"81",9.892,12.5236,0.108944
1969,"82",11.0967,13.7751,0.121173
1969,"83",12.0859,14.7341,0.130954
1969,"84",13.7853,15.9797,0.1462
1969,"85",15.2279,18.2503,0.163769
1969,"86",16.3329,19.395,0.174938
1969,"87",18.1724,21.2267,0.193301
1969,"88",19.029,22.0534,0.201723
1969,"89",22.0073,25.1442,0.231723
1969,"90",23.7864,26.4745,0.247807
1969,"100",39.8734,61.3861,0.450839
1969,"101",47.9087,45.5696,0.473684
1969,"102",41.0959,50,0.436893
1969,"103",53.4247,25.5319,0.466321
1969,"104",77.7778,88.8889,0.814815
1969,"105",72.7273,46.1538,0.652174
1969,"106",17.1429,0,0.157895
1969,"107",187.5,NA,1.875
1969,"108",0,NA,0
1969,"109",120,NA,1.2
1969,"110+",NA,NA,NA
1970,"0",2.6579,3.301,0.029877
1970,"1",0.1746,0.1839,0.001794
1970,"2",0.0906,0.1019,0.000964
1970,"3",0.0675,0.0735,0.000706
1970,"4",0.0496,0.0634,0.000567
1970,"5",0.0427,0.0596,0.000514
1970,"6",0.0365,0.0541,0.000455
1970,"7",0.0317,0.0555,0.000439
1970,"8",0.0254,0.0469,0.000364
1970,"9",0.0257,0.0434,0.000348
1970,"10",0.026,0.0403,0.000334
1970,"11",0.025,0.043,0.000342
1970,"12",0.0295,0.0473,0.000386
1970,"13",0.0345,0.058,0.000465
1970,"14",0.0407,0.0692,0.000552
1970,"15",0.0374,0.0822,0.000601
1970,"16",0.042,0.1038,0.000732
1970,"17",0.0509,0.1215,0.000865
1970,"18",0.0478,0.1269,0.000882
1970,"19",0.0476,0.1253,0.000874
1970,"20",0.0445,0.1058,0.000755
1970,"21",0.0561,0.1191,0.000876
1970,"22",0.0538,0.1241,0.000889
1970,"23",0.0532,0.1259,0.000894
1970,"24",0.052,0.1266,0.000891
1970,"25",0.0603,0.1272,0.000935
1970,"26",0.0594,0.1231,0.000908
1970,"27",0.0658,0.1283,0.000965
1970,"28",0.0624,0.1195,0.000905
1970,"29",0.0564,0.1248,9e-04
1970,"30",0.0721,0.1293,0.001003
1970,"31",0.0727,0.1428,0.001071
1970,"32",0.0743,0.1499,0.001114
1970,"33",0.0775,0.1589,0.001173
1970,"34",0.1001,0.1551,0.00127
1970,"35",0.1051,0.1755,0.001396
1970,"36",0.1085,0.1837,0.001453
1970,"37",0.1221,0.214,0.001671
1970,"38",0.1344,0.2056,0.001693
1970,"39",0.1382,0.2406,0.001885
1970,"40",0.1536,0.2691,0.002103
1970,"41",0.1569,0.3046,0.002292
1970,"42",0.1785,0.3516,0.002633
1970,"43",0.2101,0.3827,0.002945
1970,"44",0.2165,0.3969,0.003044
1970,"45",0.2352,0.4717,0.0035
1970,"46",0.2722,0.4916,0.00378
1970,"47",0.3098,0.5343,0.004169
1970,"48",0.328,0.588,0.004509
